Symbol,Company Name,Sector,Industry,Country,Region,Zip Code
GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,United States,TN,37214
GCTS,"GCT Semiconductor Holding, Inc.",Technology,Semiconductors,United States,CA,95131
GCV,The Gabelli Convertible and Income Securities Fund Inc.,Financial Services,Asset Management,United States,NY,10580-1422
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,United States,VA,20190
GDL,The GDL Fund,Financial Services,Asset Management,United States,NY,10580-1422
GDDY,GoDaddy Inc.,Technology,Softwareâ€”Infrastructure,United States,AZ,85284
GDOT,Green Dot Corporation,Financial Services,Credit Services,United States,TX,78701
GDV,The Gabelli Dividend & Income Trust,Financial Services,Asset Management,United States,NY,10580-1422
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,Financial Services,Asset Management,United States,NY,10017
GE,GE Aerospace,Industrials,Aerospace & Defense,United States,OH,45215
GEF,"Greif, Inc.",Consumer Cyclical,Packaging & Containers,United States,OH,43015
GEL,"Genesis Energy, L.P.",Energy,Oil & Gas Midstream,United States,TX,77002
GENC,"Gencor Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,United States,FL,32810
GETY,"Getty Images Holdings, Inc.",Communication Services,Internet Content & Information,United States,WA,98104-8603
GES,"Guess?, Inc.",Consumer Cyclical,Apparel Retail,United States,CA,90021
GEO,"The GEO Group, Inc.",Industrials,Security & Protection Services,United States,FL,33431
GEV,GE Vernova Inc.,Utilities,Utilitiesâ€”Renewable,United States,MA,2141
GFL,GFL Environmental Inc.,Industrials,Waste Management,Canada,ON,L4K 0H9
GFF,Griffon Corporation,Industrials,Conglomerates,United States,NY,10019
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,United States,MN,55413
GGB,Gerdau S.A.,Basic Materials,Steel,Brazil,SP,05425-070
GFR,Greenfire Resources Ltd.,Energy,Oil & Gas E&P,Canada,AB,T2P 2V7
GGN,"GAMCO Global Gold, Natural Resources & Income Trust",Financial Services,Asset Management,United States,NY,10580-1422
GGZ,The Gabelli Global Small and Mid Cap Value Trust,Financial Services,Asset Management,United States,NY,10580-1422
GGT,The Gabelli Multimedia Trust Inc.,Financial Services,Asset Management,United States,NY,10580-1422
GHI,Greystone Housing Impact Investors LP,Financial Services,Mortgage Finance,United States,NE,68154
GHC,Graham Holdings Company,Consumer Defensive,Education & Training Services,United States,VA,22209
GHM,Graham Corporation,Industrials,Specialty Industrial Machinery,United States,NY,14020
GHLD,Guild Holdings Company,Financial Services,Mortgage Finance,United States,CA,92111
GHY,"PGIM Global High Yield Fund, Inc",Financial Services,Asset Management,United States,NJ,7102
GIB,CGI Inc.,Technology,Information Technology Services,Canada,QC,H3G 1T4
GIC,Global Industrial Company,Industrials,Industrial Distribution,United States,NY,11050
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,United States,MN,55426
GIL,Gildan Activewear Inc.,Consumer Cyclical,Apparel Manufacturing,Canada,QC,H3A 3J2
GKOS,Glaukos Corporation,Healthcare,Medical Devices,United States,CA,92656
GL,Globe Life Inc.,Financial Services,Insuranceâ€”Life,United States,TX,75070-8080
GLDG,GoldMining Inc.,Basic Materials,Gold,Canada,BC,V6E 4A2
GLO,Clough Global Opportunities Fund,Financial Services,Asset Management,United States,MA,2109
GLP,Global Partners LP,Energy,Oil & Gas Midstream,United States,MA,02454-9161
GLT,Glatfelter Corporation,Basic Materials,Paper & Paper Products,United States,NC,28209
GLQ,Clough Global Equity Fund,Financial Services,Asset Management,United States,MA,2109
GLU,The Gabelli Global Utility & Income Trust,Financial Services,Asset Management,United States,NY,10580-1422
GLV,Clough Global Dividend and Income Fund,Financial Services,Asset Management,United States,MA,2109
GLW,Corning Incorporated,Technology,Electronic Components,United States,NY,14831
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,United States,MI,48265-3000
GMED,"Globus Medical, Inc.",Healthcare,Medical Devices,United States,PA,19403
GME,GameStop Corp.,Consumer Cyclical,Specialty Retail,United States,TX,76051
GMRE,Global Medical REIT Inc.,Real Estate,REITâ€”Healthcare Facilities,United States,MD,20814
GMS,GMS Inc.,Industrials,Building Products & Equipment,United States,GA,30084
GNK,Genco Shipping & Trading Limited,Industrials,Marine Shipping,United States,NY,10171
GNE,Genie Energy Ltd.,Utilities,Utilitiesâ€”Regulated Electric,United States,NJ,7102
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,United States,WI,53189
GNL,"Global Net Lease, Inc.",Real Estate,REITâ€”Diversified,United States,NY,10019-6108
GNT,"GAMCO Natural Resources, Gold & Income Trust",Financial Services,Asset Management,United States,NY,10580-1422
GNW,"Genworth Financial, Inc.",Financial Services,Insuranceâ€”Life,United States,VA,23230
GNTY,"Guaranty Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,TX,75001
GOF,Guggenheim Strategic Opportunities Fund,Financial Services,Asset Management,United States,IL,60606
GOLD,Barrick Gold Corporation,Basic Materials,Gold,Canada,ON,M5J 2S1
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Leisure,United States,MA,2719
GOOS,Canada Goose Holdings Inc.,Consumer Cyclical,Apparel Manufacturing,Canada,ON,M5E 1V3
GORO,Gold Resource Corporation,Basic Materials,Gold,United States,CO,80237
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,TX,77024
GPK,Graphic Packaging Holding Company,Consumer Cyclical,Packaging & Containers,United States,GA,30328
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,United States,GA,30339
GPMT,Granite Point Mortgage Trust Inc.,Real Estate,REITâ€”Mortgage,United States,NY,10036
GPN,Global Payments Inc.,Industrials,Specialty Business Services,United States,GA,30326
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas E&P,United States,OK,73114
GPUS,"Hyperscale Data, Inc.",Industrials,Aerospace & Defense,United States,NV,89141
GRAF,Graf Global Corp.,Financial Services,Shell Companies,United States,TX,77380
GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,Residential Construction,United States,TX,75024
GRC,The Gorman-Rupp Company,Industrials,Specialty Industrial Machinery,United States,OH,44903
GRF,"Eagle Capital Growth Fund, Inc.",Financial Services,Asset Management,United States,WI,53202-3657
GRND,Grindr Inc.,Technology,Softwareâ€”Application,United States,CA,90069
GROV,"Grove Collaborative Holdings, Inc.",Consumer Defensive,Household & Personal Products,United States,CA,94111
GRNT,"Granite Ridge Resources, Inc.",Energy,Oil & Gas E&P,United States,TX,75205
GROY,Gold Royalty Corp.,Basic Materials,Gold,Canada,BC,V6E 4A2
GRX,The Gabelli Healthcare & Wellness Trust,Financial Services,Asset Management,United States,NY,10580-1422
GS,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,United States,NY,10282
GSAT,"Globalstar, Inc.",Communication Services,Telecom Services,United States,LA,70433
GSBD,"Goldman Sachs BDC, Inc.",Financial Services,Asset Management,United States,NY,10282
GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas E&P,Canada,AB,T2G 1A6
GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,United States,CO,80202
GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,United States,GA,30107
GTN,"Gray Television, Inc.",Communication Services,Broadcasting,United States,GA,30319
GTY,Getty Realty Corp.,Real Estate,REITâ€”Retail,United States,NY,10017-6318
GUT,The Gabelli Utility Trust,Financial Services,Asset Management,United States,NY,10580-1422
GVA,Granite Construction Incorporated,Industrials,Engineering & Construction,United States,CA,95076
GWH,"ESS Tech, Inc.",Industrials,Electrical Equipment & Parts,United States,OR,97070
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,United States,IL,60045-5201
GWRE,"Guidewire Software, Inc.",Technology,Softwareâ€”Application,United States,CA,94403-1907
GXO,"GXO Logistics, Inc.",Industrials,Integrated Freight & Logistics,United States,CT,6831
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,United States,IL,60606
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,United States,TX,77032
HAE,Haemonetics Corporation,Healthcare,Medical Instruments & Supplies,United States,MA,2110
HASI,"HA Sustainable Infrastructure Capital, Inc.",Real Estate,Real Estate Services,United States,MD,21401
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts,United States,NC,28203
HBB,Hamilton Beach Brands Holding Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,VA,23060
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,United States,TN,37203
HBM,Hudbay Minerals Inc.,Basic Materials,Copper,Canada,ON,M5J 2V5
HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,United States,NC,27105
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,United States,AL,35444
HCI,"HCI Group, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,FL,33619
HCWC,Healthy Choice Wellness Corp.,Consumer Defensive,Packaged Foods,United States,FL,33020
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,United States,GA,30339
HE,"Hawaiian Electric Industries, Inc.",Utilities,Utilitiesâ€”Regulated Electric,United States,HI,96813
HEI,HEICO Corporation,Industrials,Aerospace & Defense,United States,FL,33021
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,United States,TX,77010
HEQ,John Hancock Hedged Equity & Income Fund,Financial Services,Asset Management,United States,MA,2116
HES,Hess Corporation,Energy,Oil & Gas E&P,United States,NY,10036
HFRO,Highland Funds I - Highland Opportunities and Income Fund,Financial Services,Asset Management,United States,TX,75201
HGTY,"Hagerty, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,MI,49684
HHH,Howard Hughes Holdings Inc.,Real Estate,Real Estateâ€”Diversified,United States,TX,77380
HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,United States,FL,32835
HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery,United States,IN,47006
HIG,"The Hartford Financial Services Group, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,CT,6155
HIE,Miller/Howard High Income Equity Fund,Financial Services,Asset Management,United States,NY,12401
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,United States,VA,23607
HIO,Western Asset High Income Opportunity Fund Inc.,Financial Services,Asset Management,United States,NY,10017
HIMS,"Hims & Hers Health, Inc.",Consumer Defensive,Household & Personal Products,United States,CA,94123
HIW,"Highwoods Properties, Inc.",Real Estate,REITâ€”Office,United States,NC,27601
HIPO,Hippo Holdings Inc.,Financial Services,Insuranceâ€”Specialty,United States,CA,94301
HLF,Herbalife Ltd.,Consumer Defensive,Packaged Foods,United States,CA,90080-0210
HL,Hecla Mining Company,Basic Materials,Other Precious Metals & Mining,United States,ID,83815-9408
HIX,Western Asset High Income Fund II Inc.,Financial Services,Asset Management,United States,NY,10017
HLIO,"Helios Technologies, Inc.",Industrials,Specialty Industrial Machinery,United States,FL,34243
HLI,"Houlihan Lokey, Inc.",Financial Services,Capital Markets,United States,CA,90067
HLLY,Holley Inc.,Consumer Cyclical,Auto Parts,United States,KY,42101
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,United States,VA,22102
HMN,Horace Mann Educators Corporation,Financial Services,Insuranceâ€”Property & Casualty,United States,IL,62715-0001
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,United States,TX,77043
HNI,HNI Corporation,Industrials,Business Equipment & Supplies,United States,IA,52761-0071
HNRA,HNR Acquisition Corp,Financial Services,Shell Companies,United States,TX,77098
HNW,"Pioneer Diversified High Income Fund, Inc.",Financial Services,Asset Management,United States,MA,02109-1800
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,United States,WI,53208
HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction,United States,NJ,7747
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,United States,TX,77389
HOUS,Anywhere Real Estate Inc.,Real Estate,Real Estate Services,United States,NJ,7940
HPF,John Hancock Preferred Income Fund II,Financial Services,Asset Management,United States,MA,2116
HOMB,"Home Bancshares, Inc. (Conway, AR)",Financial Services,Banksâ€”Regional,United States,AR,72032
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,United States,OK,74119
HPI,John Hancock Preferred Income Fund,Financial Services,Asset Management,United States,MA,2116
HPP,"Hudson Pacific Properties, Inc.",Real Estate,REITâ€”Office,United States,CA,90025-1745
HPQ,HP Inc.,Technology,Computer Hardware,United States,CA,94304
HQL,Abrdn Life Sciences Investors,Financial Services,Asset Management,United States,PA,19103
HQH,Abrdn Healthcare Investors,Financial Services,Asset Management,United States,PA,19103
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,United States,MO,64105
HR,Healthcare Realty Trust Incorporated,Real Estate,REITâ€”Healthcare Facilities,United States,TN,37203
HPS,John Hancock Preferred Income Fund III,Financial Services,Asset Management,United States,MA,2116
HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,United States,FL,34134
HRTG,"Heritage Insurance Holdings, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,FL,33607
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,United States,MN,55912-3680
HSY,The Hershey Company,Consumer Defensive,Confectioners,United States,PA,17033
HTD,John Hancock Tax-Advantaged Dividend Income Fund,Financial Services,Asset Management,United States,MA,2116
HTGC,"Hercules Capital, Inc.",Financial Services,Asset Management,United States,CA,94401
HTH,Hilltop Holdings Inc.,Financial Services,Banksâ€”Regional,United States,TX,75205
HUM,Humana Inc.,Healthcare,Healthcare Plans,United States,KY,40202
HUBS,"HubSpot, Inc.",Technology,Softwareâ€”Application,United States,MA,2141
HUN,Huntsman Corporation,Basic Materials,Chemicals,United States,TX,77380
HUSA,Houston American Energy Corp.,Energy,Oil & Gas E&P,United States,TX,77002
HVT,"Haverty Furniture Companies, Inc.",Consumer Cyclical,Home Improvement Retail,United States,GA,30342
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,United States,CT,06484-1000
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,United States,PA,15212-5872
HXL,Hexcel Corporation,Industrials,Aerospace & Defense,United States,CT,06901-3261
HY,"Hyster-Yale, Inc.",Industrials,Farm & Heavy Construction Machinery,United States,OH,44124-4069
HYB,The New America High Income Fund Inc.,Financial Services,Asset Management,United States,MD,21202
HYAC,Haymaker Acquisition Corp. 4,Financial Services,Shell Companies,United States,NY,10022
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,Financial Services,Asset Management,United States,NY,10017
HYLN,Hyliion Holdings Corp.,Consumer Cyclical,Auto Parts,United States,TX,78613
HYT,"BlackRock Corporate High Yield Fund, Inc.",Financial Services,Asset Management,United States,NY,10001
IAE,Voya Asia Pacific High Dividend Equity Income Fund,Financial Services,Asset Management,United States,AZ,85258-2034
IAF,Abrdn Australia Equity Fund Inc,Financial Services,Asset Management,Australia,NSW,2000
HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,United States,FL,33759
IAG,IAMGOLD Corporation,Basic Materials,Gold,Canada,ON,M5H 1J9
IAUX,i-80 Gold Corp.,Basic Materials,Gold,United States,NV,89502
IBIO,"iBio, Inc.",Healthcare,Biotechnology,United States,CA,92121
IBM,International Business Machines Corporation,Technology,Information Technology Services,United States,NY,10504
IBP,"Installed Building Products, Inc.",Consumer Cyclical,Residential Construction,United States,OH,43215
IBTA,"Ibotta, Inc.",Technology,Softwareâ€”Application,United States,CO,80202
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,GA,30328
IDA,"IDACORP, Inc.",Utilities,Utilitiesâ€”Regulated Electric,United States,ID,83702-5627
IDE,"Voya Infrastructure, Industrials and Materials Fund",Financial Services,Asset Management,United States,AZ,85258-2034
IDR,"Idaho Strategic Resources, Inc.",Basic Materials,Gold,United States,ID,83814
IDT,IDT Corporation,Communication Services,Telecom Services,United States,NJ,7102
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,United States,IL,60062
IE,Ivanhoe Electric Inc.,Basic Materials,Copper,United States,AZ,85281
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,United States,NY,10019-2960
IGA,Voya Global Advantage and Premium Opportunity Fund,Financial Services,Asset Management,United States,AZ,85258-2034
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,Financial Services,Asset Management,United States,AZ,85258-2034
IGC,"IGC Pharma, Inc.",Healthcare,Biotechnology,United States,MD,20854
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,Financial Services,Asset Management,United States,NY,10017
IGR,CBRE Global Real Estate Income Fund,Financial Services,Asset Management,United States,PA,19087
IHD,Voya Emerging Markets High Dividend Equity Fund,Financial Services,Asset Management,United States,AZ,85258-2034
IHT,InnSuites Hospitality Trust,Real Estate,REITâ€”Hotel & Motel,United States,AZ,85020-3921
IIIN,"Insteel Industries, Inc.",Industrials,Metal Fabrication,United States,NC,27030
IIF,"Morgan Stanley India Investment Fund, Inc.",Financial Services,Asset Management,United States,NY,10036
IIM,Invesco Value Municipal Income Trust,Financial Services,Asset Management,United States,GA,30309
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REITâ€”Industrial,United States,UT,84098-7660
IMAX,IMAX Corporation,Communication Services,Entertainment,Canada,ON,L5K 1B1
IMO,Imperial Oil Limited,Energy,Oil & Gas Integrated,Canada,AB,T2C 5N1
INFA,Informatica Inc.,Technology,Softwareâ€”Infrastructure,United States,CA,94063
INFU,"InfuSystem Holdings, Inc.",Healthcare,Medical Instruments & Supplies,United States,MI,48309
INLX,"Intellinetics, Inc.",Technology,Softwareâ€”Application,United States,OH,43228
INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,United States,IL,60154
INN,"Summit Hotel Properties, Inc.",Real Estate,REITâ€”Hotel & Motel,United States,TX,78738-6723
INSI,Insight Select Income Fund,Financial Services,Asset Management,United States,NY,10166
INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices,United States,MN,55416
INSW,"International Seaways, Inc.",Energy,Oil & Gas Midstream,United States,NY,10016
INST,"Instructure Holdings, Inc.",Technology,Softwareâ€”Application,United States,UT,84121
INVH,Invitation Homes Inc.,Real Estate,REITâ€”Residential,United States,TX,75201-4657
INTT,inTEST Corporation,Technology,Semiconductor Equipment & Materials,United States,NJ,8054
INVX,"Innovex International, Inc.",Energy,Oil & Gas Equipment & Services,United States,TX,77338
IONQ,"IonQ, Inc.",Technology,Computer Hardware,United States,MD,20740
INUV,"Inuvo, Inc.",Technology,Softwareâ€”Application,United States,AR,72201
IOT,Samsara Inc.,Technology,Softwareâ€”Infrastructure,United States,CA,94107
IOR,"Income Opportunity Realty Investors, Inc.",Financial Services,Mortgage Finance,United States,TX,75234-6061
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,United States,TN,38197
IPI,"Intrepid Potash, Inc.",Basic Materials,Agricultural Inputs,United States,CO,80202
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,United States,NY,10022
IQI,Invesco Quality Municipal Income Trust,Financial Services,Asset Management,United States,GA,30309
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,United States,NC,27703
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,United States,NC,28036
IRM,Iron Mountain Incorporated,Real Estate,REITâ€”Specialty,United States,NH,3801
IRT,"Independence Realty Trust, Inc.",Real Estate,REITâ€”Residential,United States,PA,19103-2935
ISD,"PGIM High Yield Bond Fund, Inc.",Financial Services,Asset Management,United States,NJ,7102
ISDR,Issuer Direct Corporation,Technology,Softwareâ€”Application,United States,NC,27603
IT,"Gartner, Inc.",Technology,Information Technology Services,United States,CT,06902-7700
ITGR,Integer Holdings Corporation,Healthcare,Medical Devices,United States,TX,75024
ITUB,ItaÃº Unibanco Holding S.A.,Financial Services,Banksâ€”Regional,Brazil,SP,04344-902
ITT,ITT Inc.,Industrials,Specialty Industrial Machinery,United States,CT,6902
ITRG,Integra Resources Corp.,Basic Materials,Other Precious Metals & Mining,Canada,BC,V6C 3A6
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,United States,IL,60025
IVR,Invesco Mortgage Capital Inc.,Real Estate,REITâ€”Mortgage,United States,GA,30309
IVT,InvenTrust Properties Corp.,Real Estate,REITâ€”Retail,United States,IL,60515-5506
IVZ,Invesco Ltd.,Financial Services,Asset Management,United States,GA,30309
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,United States,TX,75201
JBGS,JBG SMITH Properties,Real Estate,REITâ€”Office,United States,MD,20814-4641
JBL,Jabil Inc.,Technology,Electronic Components,United States,FL,33716
JBI,"Janus International Group, Inc.",Industrials,Building Products & Equipment,United States,GA,30179
JBT,John Bean Technologies Corporation,Industrials,Specialty Industrial Machinery,United States,IL,60602
JCE,Nuveen Core Equity Alpha Fund,Financial Services,Asset Management,United States,IL,60606-1220
JEF,Jefferies Financial Group Inc.,Financial Services,Capital Markets,United States,NY,10022
JELD,"JELD-WEN Holding, Inc.",Industrials,Building Products & Equipment,United States,NC,28273
JGH,Nuveen Global High Income Fund,Financial Services,Asset Management,United States,IL,60606-1220
JFR,Nuveen Floating Rate Income Fund,Financial Services,Asset Management,United States,IL,60606-1220
JHI,John Hancock Investors Trust,Financial Services,Asset Management,United States,MA,2116
JHS,John Hancock Income Securities Trust,Financial Services,Asset Management,United States,MA,2116
JILL,"J.Jill, Inc.",Consumer Cyclical,Apparel Retail,United States,MA,2169
JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Services,United States,IL,60601
JLS,Nuveen Mortgage and Income Fund,Financial Services,Asset Management,United States,IL,60606-1220
JMM,Nuveen Multi-Market Income Fund,Financial Services,Asset Management,United States,IL,60606-1220
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,United States,CA,94089
JOB,GEE Group Inc.,Industrials,Staffing & Employment Services,United States,FL,32256
JOE,The St. Joe Company,Real Estate,Real Estateâ€”Diversified,United States,FL,32407
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturersâ€”General,United States,NJ,8933
JOBY,"Joby Aviation, Inc.",Industrials,Airports & Air Services,United States,CA,95060
JPC,Nuveen Preferred & Income Opportunities Fund,Financial Services,Asset Management,United States,IL,60606-1220
JPI,Nuveen Preferred Securities & Income Opportunities Fund,Financial Services,Asset Management,United States,IL,60606-1220
JPM,JPMorgan Chase & Co.,Financial Services,Banksâ€”Diversified,United States,NY,10179
JQC,Nuveen Credit Strategies Income Fund,Financial Services,Asset Management,United States,CA,94104-1534
JRI,Nuveen Real Asset Income and Growth Fund,Financial Services,Asset Management,United States,IL,60606-1220
JRS,Nuveen Real Estate Income Fund,Financial Services,Asset Management,United States,IL,60603
JWSM,Jaws Mustang Acquisition Corporation,Financial Services,Shell Companies,United States,FL,33139
JWN,"Nordstrom, Inc.",Consumer Cyclical,Department Stores,United States,WA,98101
JXN,Jackson Financial Inc.,Financial Services,Insuranceâ€”Life,United States,MI,48951
KAI,Kadant Inc.,Industrials,Specialty Industrial Machinery,United States,MA,1886
K,Kellanova,Consumer Defensive,Packaged Foods,United States,IL,60654
KAR,"OPENLANE, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,IN,46032
KAPA,"Kairos Pharma, Ltd.",Healthcare,Biotechnology,United States,CA,90064
KBR,"KBR, Inc.",Industrials,Engineering & Construction,United States,TX,77002
KBH,KB Home,Consumer Cyclical,Residential Construction,United States,CA,90024
KD,"Kyndryl Holdings, Inc.",Technology,Information Technology Services,United States,NY,10017
KEY,KeyCorp,Financial Services,Banksâ€”Regional,United States,OH,44114-1306
KEX,Kirby Corporation,Industrials,Marine Shipping,United States,TX,77007
KF,"The Korea Fund, Inc.",Financial Services,Asset Management,United States,NY,10019
KFS,Kingsway Financial Services Inc.,Consumer Cyclical,Auto & Truck Dealerships,United States,IL,60606
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,United States,CA,95403-1738
KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,United States,FL,33607
KFY,Korn Ferry,Industrials,Staffing & Employment Services,United States,CA,90067
KGC,Kinross Gold Corporation,Basic Materials,Gold,Canada,ON,M5J 2V5
KGS,"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,United States,TX,77356
KIM,Kimco Realty Corporation,Real Estate,REITâ€”Retail,United States,NY,11753-2128
KIND,"Nextdoor Holdings, Inc.",Communication Services,Internet Content & Information,United States,CA,94102
KIO,KKR Income Opportunities Fund,Financial Services,Asset Management,United States,CA,94104
KKR,KKR & Co. Inc.,Financial Services,Asset Management,United States,NY,10001
KLG,WK Kellogg Co,Consumer Defensive,Packaged Foods,United States,MI,49016-3599
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,United States,TX,75261-9100
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,United States,TX,77002
KMPR,Kemper Corporation,Financial Services,Insuranceâ€”Property & Casualty,United States,IL,60601
KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,VA,23238
KN,Knowles Corporation,Technology,Electronic Components,United States,IL,60143
KMT,Kennametal Inc.,Industrials,Tools & Accessories,United States,PA,15219
KNF,Knife River Corporation,Basic Materials,Building Materials,United States,ND,58506-5568
KNTK,Kinetik Holdings Inc.,Energy,Oil & Gas Midstream,United States,TX,77056-4400
KNSL,"Kinsale Capital Group, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,VA,23230
KNW,"Know Labs, Inc.",Technology,Scientific & Technical Instruments,United States,WA,98101
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking,United States,AZ,85027
KO,The Coca-Cola Company,Consumer Defensive,Beveragesâ€”Non-Alcoholic,United States,GA,30313
KODK,Eastman Kodak Company,Industrials,Specialty Business Services,United States,NY,14650
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Defensive,Beveragesâ€”Non-Alcoholic,Mexico,DF,5348
KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals,United States,PA,15219-1800
KORE,"KORE Group Holdings, Inc.",Communication Services,Telecom Services,United States,GA,30346
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,United States,TX,75231
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,United States,OH,45202-1100
KRC,Kilroy Realty Corporation,Real Estate,REITâ€”Office,United States,CA,90064-1044
KREF,KKR Real Estate Finance Trust Inc.,Real Estate,REITâ€”Mortgage,United States,NY,10001
KRP,"Kimbell Royalty Partners, LP",Energy,Oil & Gas E&P,United States,TX,76102
KRG,Kite Realty Group Trust,Real Estate,REITâ€”Retail,United States,IN,46204-3565
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,United States,TX,75240-2620
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,United States,WI,53051
KSM,DWS Strategic Municipal Income Trust,Financial Services,Asset Management,United States,NY,10022
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,United States,NC,27401
KTF,DWS Municipal Income Trust,Financial Services,Asset Management,United States,NY,10022
KULR,"KULR Technology Group, Inc.",Technology,Electronic Components,United States,CA,92111
KVYO,"Klaviyo, Inc.",Technology,Softwareâ€”Infrastructure,United States,MA,2111
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,United States,NJ,8558
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,Real Estate Services,United States,CA,90212
KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals,United States,PA,19428-2380
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",Financial Services,Asset Management,United States,TX,77002
